price,city,layout,area,condition,ownership,outdoor,lat,lon,url
3690000,Ostatní,3+kk,60,Velmi dobrý,Osobní,0,49.842407,15.993981,https://www.sreality.cz/detail/prodej/byt/3+kk/skutec-skutec-ceskoslovenske-armady/2668741452
16995000,Praha 5,3+kk,106,Novostavba,Osobní,1,50.064598,14.410204,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-strakonicka/716161612
22300000,Praha 1,4+kk,108,Po rekonstrukci,Osobní,0,50.08905,14.406981,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-mala-strana-letenska/2760909644
12144000,Praha,3+kk,66,Novostavba,Osobní,1,50.014652,14.438012,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kamyk-vosatkova/3337995084
12295000,Praha 5,2+kk,72,Novostavba,Osobní,1,50.064598,14.410204,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-strakonicka/3586114124
9699000,Praha 9,3+1,70,Velmi dobrý,Osobní,1,50.123234,14.495726,https://www.sreality.cz/detail/prodej/byt/3+1/praha-prosek-jablonecka/1468363596
14500000,Praha 10,4+kk,95,Velmi dobrý,Osobní,0,50.057541,14.502496,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zabehlice-/2290303820
8999000,Praha,3+kk,58,Velmi dobrý,Osobní,0,50.065758,14.506121,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strasnice-na-padesatem/2127852364
8990000,Praha 9,3+1,79,Velmi dobrý,Osobní,1,50.095013,14.54084,https://www.sreality.cz/detail/prodej/byt/3+1/praha-kyje-dvoristska/2212254540
2800000,Teplice,2+1,55,Dobrý,Družstevní,1,50.637554,13.814287,https://www.sreality.cz/detail/prodej/byt/2+1/teplice-teplice-svojsikova/3622069068
17990000,Praha 4,3+kk,123,Velmi dobrý,Osobní,1,49.990322,14.407216,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-komorany-okruzni/2482328396
2700000,Teplice,2+1,60,Dobrý,Osobní,0,50.641747,13.847412,https://www.sreality.cz/detail/prodej/byt/2+1/teplice-teplice-pod-doubravkou/1048789836
8990000,Praha 9,4+1,79,Velmi dobrý,Osobní,1,50.095013,14.54084,https://www.sreality.cz/detail/prodej/byt/4+1/praha-kyje-dvoristska/2878690124
25500000,Praha 7,4+kk,120,Velmi dobrý,Osobní,1,50.09819,14.425007,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-holesovice-ovenecka/1585660748
10500000,Pardubice,3+kk,80,Novostavba,Osobní,0,50.040173,15.728928,https://www.sreality.cz/detail/prodej/byt/3+kk/pardubice-rosice-skolni-namesti/4017959756
9990000,Pardubice,3+kk,81,Novostavba,Osobní,0,50.040173,15.728928,https://www.sreality.cz/detail/prodej/byt/3+kk/pardubice-rosice-skolni-namesti/1139008332
6690000,Hradec Králové,3+1,79,Dobrý,Osobní,1,50.19334,15.84049,https://www.sreality.cz/detail/prodej/byt/3+1/hradec-kralove-novy-hradec-kralove-trida-edvarda-benese/243483468
10220000,České Budějovice,4+kk,105,Ve výstavbě,Osobní,1,48.976219,14.482263,https://www.sreality.cz/detail/prodej/byt/4+kk/ceske-budejovice-ceske-budejovice-3-rudolfovska-tr-/3287397196
2999999,Ostatní,2+1,61,Velmi dobrý,Osobní,0,50.211903,12.742269,https://www.sreality.cz/detail/prodej/byt/2+1/nove-sedlo-nove-sedlo-sadova/1870873420
6580000,Hradec Králové,3+1,85,Dobrý,Osobní,1,50.200005,15.814369,https://www.sreality.cz/detail/prodej/byt/3+1/hradec-kralove-prazske-predmesti-hrubinova/1887978316
6195000,Praha 9,2+kk,44,Velmi dobrý,Osobní,0,50.10302,14.580669,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cerny-most-kpt--stranskeho/1664631628
7341000,Brno,2+kk,52,Ve výstavbě,Osobní,1,49.197468,16.625874,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-zabrdovice-plynarenska/3645731660
6998000,Brno,2+kk,41,Ve výstavbě,Osobní,0,49.197468,16.625874,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-zabrdovice-plynarenska/2100798284
29990000,Praha,4+kk,129,Velmi dobrý,Osobní,1,50.076595,14.458818,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-vinohrady-boleslavska/3408413516
1700000,Karviná,3+1,56,Velmi dobrý,Družstevní,0,49.849182,18.562073,https://www.sreality.cz/detail/prodej/byt/3+1/karvina-raj-u-lesa/3172733772
6708800,Praha 9,1+kk,34,Projekt,Osobní,1,50.161518,14.52365,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-cakovice-schoellerova/1846461260
12465000,Praha 5,3+1,68,Ve výstavbě,Osobní,1,50.028625,14.375762,https://www.sreality.cz/detail/prodej/byt/3+1/praha-hlubocepy-pod-tresnemi/3099411276
5450000,Ostatní,2+kk,59,Velmi dobrý,Osobní,0,50.072018,14.856438,https://www.sreality.cz/detail/prodej/byt/2+kk/cesky-brod-cesky-brod-palackeho/3213050700
8873000,Praha 3,2+kk,61,Dobrý,Osobní,0,50.089817,14.476688,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jeseniova/1530491724
17176000,Praha 7,3+kk,75,Po rekonstrukci,Osobní,0,50.100487,14.432251,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-hermanova/3478745932
32472000,Praha 2,4+1,148,Po rekonstrukci,Osobní,1,50.070732,14.414707,https://www.sreality.cz/detail/prodej/byt/4+1/praha-nove-mesto-trojicka/2538423116
6490000,Praha 5,3+1,74,Dobrý,Osobní,1,50.049236,14.316789,https://www.sreality.cz/detail/prodej/byt/3+1/praha-stodulky-/3526181708
10750000,Praha 8,3+1,85,Velmi dobrý,Osobní,0,50.135719,14.477155,https://www.sreality.cz/detail/prodej/byt/3+1/praha-kobylisy-brezova/1547395660
7177680,Praha 5,1+kk,27,Novostavba,Osobní,0,50.067234,14.405532,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-siklove/3494306636
2590000,Praha,1+kk,30,Ve výstavbě,Družstevní,1,50.047062,14.302664,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-stodulky-svitakova/1235174220
7350000,Brno,3+kk,65,Velmi dobrý,Osobní,1,49.191429,16.642689,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-zidenice-nezamyslova/1781154636
8696800,Hodonín,4+kk,93,Ve výstavbě,Osobní,1,48.849476,17.132036,https://www.sreality.cz/detail/prodej/byt/4+kk/hodonin-hodonin-milicova/2128323404
2990000,Praha,2+1,56,Ve výstavbě,Družstevní,1,50.047062,14.302664,https://www.sreality.cz/detail/prodej/byt/2+1/praha-stodulky-svitakova/879641420
3459000,Ostrava,2+1,55,Po rekonstrukci,Osobní,0,49.800045,18.239222,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-zabreh-jugoslavska/2564768588
7150000,Praha 5,2+kk,41,Po rekonstrukci,Osobní,1,50.070663,14.380732,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-plzenska/909001548
4400000,Praha 2,1+kk,26,Po rekonstrukci,Družstevní,1,50.078003,14.432418,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-rubesova/1937982284
5990000,Pardubice,3+1,71,Dobrý,Osobní,1,50.033833,15.776944,https://www.sreality.cz/detail/prodej/byt/3+1/pardubice-zelene-predmesti-zitna/2673558348
2999000,Jičín,2+1,59,Dobrý,Osobní,0,49.655724,17.928158,https://www.sreality.cz/detail/prodej/byt/2+1/suchdol-nad-odrou--/575828812
1790000,Pelhřimov,3+1,65,Dobrý,Osobní,0,49.558365,15.116267,https://www.sreality.cz/detail/prodej/byt/3+1/kosetice-kosetice-/595805004
45000000,Praha 5,3+kk,305,Novostavba,Osobní,1,50.055019,14.404981,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-praha-5-krizova/3105043276
10274229,Brno,2+kk,62,Novostavba,Osobní,1,49.197521,16.658121,https://www.sreality.cz/detail/prodej/byt/2+kk/brno--/1204077388
6290000,Kladno,2+kk,73,Novostavba,Osobní,0,50.133904,14.137182,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-krocehlavy-armenska/1798308684
7300000,Praha 10,2+1,53,Velmi dobrý,Osobní,1,50.0714,14.50905,https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-donatellova/3958383436
12433542,Praha 4,3+kk,72,Ve výstavbě,Osobní,1,50.038792,14.51119,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-leopoldova/3510129484
10928543,Praha 4,3+kk,64,Ve výstavbě,Osobní,1,50.038792,14.51119,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-leopoldova/2218283852
9346217,Praha 4,2+kk,52,Ve výstavbě,Osobní,1,50.038792,14.51119,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-leopoldova/731669324
9728971,Praha 4,2+kk,53,Ve výstavbě,Osobní,1,50.038792,14.51119,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-leopoldova/244011852
7950000,Praha 5,3+1,67,Dobrý,Osobní,1,50.036102,14.371864,https://www.sreality.cz/detail/prodej/byt/3+1/praha-hlubocepy-lamacova/1350779724
4888000,Tachov,3+kk,69,Novostavba,Osobní,1,49.789223,12.628397,https://www.sreality.cz/detail/prodej/byt/3+kk/tachov-tachov-na-vyhlidce/2967225164
11850000,Praha 8,4+1,102,Velmi dobrý,Osobní,1,50.14156,14.433864,https://www.sreality.cz/detail/prodej/byt/4+1/praha-cimice-krivenicka/397890380
2749999,České Budějovice,2+1,52,Velmi dobrý,Družstevní,1,49.223396,14.420567,https://www.sreality.cz/detail/prodej/byt/2+1/tyn-nad-vltavou--/2420101964
8996182,Praha,2+kk,45,Ve výstavbě,Osobní,0,50.032108,14.496846,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-medkova/1783448396
16490000,Praha,4+kk,83,Velmi dobrý,Osobní,1,50.086113,14.515087,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-malesice-ungarova/1225159500
7690000,Praha 10,2+kk,52,Velmi dobrý,Osobní,0,50.07259,14.471398,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-belocerkevska/1388905292
8226818,Mladá Boleslav,3+kk,77,Novostavba,Osobní,1,50.435509,14.880012,https://www.sreality.cz/detail/prodej/byt/3+kk/mlada-boleslav-michalovice-/2914722636
6017576,Mladá Boleslav,2+kk,51,Novostavba,Osobní,1,50.435509,14.880012,https://www.sreality.cz/detail/prodej/byt/2+kk/mlada-boleslav-michalovice-/731784012
17172784,Praha 5,3+kk,74,Novostavba,Osobní,1,50.067234,14.405532,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-siklove/2437342028
4120110,Mladá Boleslav,1+kk,36,Novostavba,Osobní,1,50.435509,14.880012,https://www.sreality.cz/detail/prodej/byt/1+kk/mlada-boleslav-michalovice-/1391502156
3990000,Ostrava,2+1,51,Po rekonstrukci,Osobní,1,49.832111,18.249353,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-marianske-hory-vrsovcu/1166623564
7012740,Mladá Boleslav,2+1,74,Novostavba,Osobní,1,50.435509,14.880012,https://www.sreality.cz/detail/prodej/byt/2+1/mlada-boleslav-michalovice-/4257874764
7390000,Karlovy Vary,4+1,117,Velmi dobrý,Osobní,0,50.231422,12.878221,https://www.sreality.cz/detail/prodej/byt/4+1/karlovy-vary-karlovy-vary-jiraskova/2525184844
14990000,Praha 5,3+1,103,Dobrý,Osobní,0,50.070507,14.406563,https://www.sreality.cz/detail/prodej/byt/3+1/praha-smichov-jindricha-plachty/1778910028
29980000,Praha 5,5+kk,162,Velmi dobrý,Osobní,1,50.072845,14.393141,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-smichov-graficka/3439813452
6120000,Nymburk,2+kk,56,Novostavba,Osobní,1,50.18877,15.0549,https://www.sreality.cz/detail/prodej/byt/2+kk/nymburk-nymburk-bobnicka/4105765708
2075000,Ostatní,1+kk,25,Velmi dobrý,Osobní,1,48.764442,14.036127,https://www.sreality.cz/detail/prodej/byt/1+kk/horni-plana-horni-plana-palackeho/126042956
8736329,Brno,3+kk,54,Novostavba,Osobní,1,49.209057,16.627142,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-husovice-rotalova/2670367564
20190000,Praha 6,4+kk,126,Novostavba,Osobní,1,50.082985,14.311815,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ruzyne-stochovska/724190028
6400000,Praha 9,3+1,54,Před rekonstrukcí,Družstevní,1,50.126217,14.488157,https://www.sreality.cz/detail/prodej/byt/3+1/praha-strizkov-teplicka/1460958028
14008375,Praha 9,4+kk,77,Projekt,Osobní,0,50.161518,14.52365,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-cakovice-schoellerova/3631997516
3699999,Tábor,2+1,49,Velmi dobrý,Osobní,1,49.414413,14.657802,https://www.sreality.cz/detail/prodej/byt/2+1/tabor--/1320444748
4590000,Chrudim,4+1,76,Dobrý,Osobní,0,49.9501,15.79762,https://www.sreality.cz/detail/prodej/byt/4+1/chrudim-chrudim-ii-novomestska/4106908492
3500000,Zlín,4+kk,119,Ve výstavbě,Osobní,0,49.251778,17.66506,https://www.sreality.cz/detail/prodej/byt/4+kk/zlin-zlin-mezihori/485876556
12300000,Praha 6,3+kk,111,Velmi dobrý,Osobní,1,50.131695,14.39297,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-sedlec-v-sedlci/1431720780
7999000,Praha 4,2+kk,48,Velmi dobrý,Osobní,0,50.03767,14.483971,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-kloboukova/637158220
4290000,Karlovy Vary,4+1,77,Před rekonstrukcí,Osobní,1,50.233383,12.908886,https://www.sreality.cz/detail/prodej/byt/4+1/karlovy-vary-drahovice-stara-kysibelska/2223194956
9900000,Zlín,2+kk,66,Novostavba,Osobní,1,49.230564,17.667805,https://www.sreality.cz/detail/prodej/byt/2+kk/zlin-zlin-tyrsovo-nabrezi/2233541452
9100000,Zlín,2+kk,56,Velmi dobrý,Osobní,1,49.230564,17.667805,https://www.sreality.cz/detail/prodej/byt/2+kk/zlin-zlin-smetanova/2371298124
2150000,Liberec,2+kk,48,Dobrý,Družstevní,1,50.748924,15.066066,https://www.sreality.cz/detail/prodej/byt/2+kk/liberec-liberec-vi-rochlice-nadvorni/2915779404
5300000,České Budějovice,2+1,76,Velmi dobrý,Osobní,0,48.988861,14.468255,https://www.sreality.cz/detail/prodej/byt/2+1/ceske-budejovice-ceske-budejovice-3-neplachova/1521697612
10500000,Ostatní,4+kk,109,Novostavba,Osobní,1,49.107891,16.375343,https://www.sreality.cz/detail/prodej/byt/4+kk/ivancice-ivancice-orechova/4031984460
10490000,Brno,3+kk,76,Novostavba,Osobní,1,49.203678,16.638313,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-zidenice-kopernikova/362480460
2790000,Ostrava,1+1,35,Dobrý,Družstevní,0,49.782848,18.256086,https://www.sreality.cz/detail/prodej/byt/1+1/ostrava-hrabuvka-josefa-kotase/178324300
3070000,Ostatní,2+kk,58,Velmi dobrý,Osobní,0,49.865643,18.375797,https://www.sreality.cz/detail/prodej/byt/2+kk/rychvald-rychvald-u-posty/3360191308
6890000,Zlín,2+1,69,Novostavba,Osobní,1,49.237022,17.644049,https://www.sreality.cz/detail/prodej/byt/2+1/zlin-mladcova-/870015820
2359000,Karviná,2+1,60,Velmi dobrý,Družstevní,1,49.856663,18.561918,https://www.sreality.cz/detail/prodej/byt/2+1/karvina-mizerov-majakovskeho/1669088076
9490000,České Budějovice,4+kk,103,Novostavba,Osobní,1,48.9762,14.485932,https://www.sreality.cz/detail/prodej/byt/4+kk/ceske-budejovice-ceske-budejovice-6-chelcickeho/3085091660
7490000,Praha 7,1+1,44,Po rekonstrukci,Osobní,0,50.100491,14.422414,https://www.sreality.cz/detail/prodej/byt/1+1/praha-bubenec-smeralova/3854385996
3190000,Karviná,3+1,65,Velmi dobrý,Družstevní,1,49.870598,18.556143,https://www.sreality.cz/detail/prodej/byt/3+1/karvina--csl--armady/3453440844
9950000,Praha 8,2+kk,57,Velmi dobrý,Osobní,0,50.120224,14.46067,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kobylisy-u-tresnovky/3070968652
7690000,Praha 7,1+1,45,Po rekonstrukci,Osobní,0,50.101471,14.422126,https://www.sreality.cz/detail/prodej/byt/1+1/praha-bubenec-smeralova/558842700
15490000,Praha 5,3+kk,93,Novostavba,Osobní,1,50.067505,14.38516,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-u-blazenky/3109118796
2900000,Chomutov,3+1,71,Velmi dobrý,Družstevní,0,50.470333,13.408524,https://www.sreality.cz/detail/prodej/byt/3+1/chomutov-chomutov-marie-pujmanove/682836812
2065000,Teplice,2+1,64,Dobrý,Družstevní,0,50.652985,13.843882,https://www.sreality.cz/detail/prodej/byt/2+1/teplice-trnovany-antala-staska/3149087564
9490000,Brno,3+1,79,Velmi dobrý,Osobní,1,49.204372,16.484653,https://www.sreality.cz/detail/prodej/byt/3+1/brno-zebetin-za-knezskym-hajkem/2343781196
5790000,Český Krumlov,2+kk,43,Novostavba,Osobní,1,48.737865,14.102581,https://www.sreality.cz/detail/prodej/byt/2+kk/cerna-v-posumavi-cerna-v-posumavi-/2557236044
6790000,Český Krumlov,4+kk,112,Novostavba,Osobní,1,48.731655,14.210971,https://www.sreality.cz/detail/prodej/byt/4+kk/svetlik--/2468963148
7490000,Brno,3+1,75,Před rekonstrukcí,Osobní,1,49.229347,16.621731,https://www.sreality.cz/detail/prodej/byt/3+1/brno-lesna-milenova/1323123532
11000000,Brno,3+kk,92,Po rekonstrukci,Osobní,1,49.18856,16.537573,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-kohoutovice-jirovcova/4173353804
7000000,Brno,2+1,48,Rezervováno,Osobní,0,49.180248,16.600037,https://www.sreality.cz/detail/prodej/byt/2+1/brno-styrice-dvorskeho/3155321676
2980000,Liberec,1+kk,34,Dobrý,Osobní,0,50.749138,15.083877,https://www.sreality.cz/detail/prodej/byt/1+kk/liberec-liberec-xxx-vratislavice-nad-nisou-pivovarska/1099580236
6750000,Hradec Králové,3+1,99,Před rekonstrukcí,Osobní,1,50.189152,15.828069,https://www.sreality.cz/detail/prodej/byt/3+1/hradec-kralove-trebes-/1710707532
8990000,Brno,3+kk,70,Po rekonstrukci,Osobní,1,49.185638,16.634077,https://www.sreality.cz/detail/prodej/byt/3+kk/brno-cernovice-vitezslavy-kapralove/3661521740
6999000,Ostatní,3+kk,63,Novostavba,Osobní,0,49.04039,16.616951,https://www.sreality.cz/detail/prodej/byt/3+kk/zidlochovice-zidlochovice-sidl--druzba/2484167500
6897485,Blansko,3+1,70,Po rekonstrukci,Osobní,1,49.363132,16.643152,https://www.sreality.cz/detail/prodej/byt/3+1/blansko-blansko-/1732268876
6800000,Blansko,3+1,78,Velmi dobrý,Osobní,1,49.373985,16.649891,https://www.sreality.cz/detail/prodej/byt/3+1/blansko-blansko-krajni/639451980
4400000,Plzeň,2+1,65,Velmi dobrý,Osobní,1,49.742207,13.374461,https://www.sreality.cz/detail/prodej/byt/2+1/plzen-jizni-predmesti-jagellonska/841950028
23500000,Praha 7,3+kk,80,Novostavba,Osobní,1,50.120182,14.410152,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-praha-troja-/3394868044
2903037,Praha 10,1+kk,34,Ve výstavbě,Družstevní,0,50.067547,14.554193,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-dolni-mecholupy-honzikova/1505428300
22900000,Praha 2,3+kk,110,Velmi dobrý,Osobní,1,50.075733,14.443663,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vinohrady-sumavska/1264407372
8900000,Praha 6,2+1,60,Před rekonstrukcí,Osobní,1,50.097401,14.398576,https://www.sreality.cz/detail/prodej/byt/2+1/praha-dejvice-vaclavkova/1469727564
5190000,Trutnov,3+kk,64,Po rekonstrukci,Osobní,0,50.606422,15.833479,https://www.sreality.cz/detail/prodej/byt/3+kk/mlade-buky-mlade-buky-/213074764
12420327,Praha 5,2+kk,55,Novostavba,Osobní,1,50.067234,14.405532,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-siklove/443999052
18900000,Praha 5,3+kk,78,Novostavba,Osobní,1,50.057831,14.400908,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-u-stareho-zidovskeho-hrbitova/1378251596
5499900,Frýdek-Místek,4+1,95,Velmi dobrý,Osobní,0,49.674976,18.327461,https://www.sreality.cz/detail/prodej/byt/4+1/frydek-mistek-mistek-17--listopadu/1840464716
3645200,Most,3+kk,69,Dobrý,Osobní,1,50.50272,13.655587,https://www.sreality.cz/detail/prodej/byt/3+kk/most-most-josefa-suka/526406476
3621000,Most,3+kk,68,Velmi dobrý,Osobní,0,50.502792,13.638773,https://www.sreality.cz/detail/prodej/byt/3+kk/most-most-tr--budovatelu/2168607564
35000000,Praha,5+kk,165,Ve výstavbě,Osobní,1,50.056904,14.400695,https://www.sreality.cz/detail/prodej/byt/5+kk/praha--nad-kesnerkou/1012196172
7690000,Brno,3+1,74,Po rekonstrukci,Osobní,1,49.205887,16.64197,https://www.sreality.cz/detail/prodej/byt/3+1/brno-zidenice-svatoplukova/4278321996
11849000,Praha 1,2+kk,56,Dobrý,Osobní,1,50.083927,14.404544,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-mala-strana-ujezd/3124446028
5990000,Trutnov,3+kk,76,Po rekonstrukci,Osobní,1,50.606422,15.833479,https://www.sreality.cz/detail/prodej/byt/3+kk/mlade-buky-mlade-buky-/1057973068
15950000,Praha 3,2+kk,67,Novostavba,Osobní,1,50.08456,14.445819,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-u-viktorie/1540416332
11000000,Kladno,5+kk,122,Novostavba,Osobní,1,50.149464,14.145994,https://www.sreality.cz/detail/prodej/byt/5+kk/kladno-dubi-bustehradska/3239871308
8990000,Praha 5,1+kk,48,Novostavba,Osobní,1,50.061825,14.403939,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-pod-barvirkou/577626700
3850000,Ostrava,2+1,51,Dobrý,Osobní,1,49.827835,18.275333,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-moravska-ostrava-petra-kricky/399446860
2940000,Karlovy Vary,1+1,45,Dobrý,Osobní,1,50.236256,12.902965,https://www.sreality.cz/detail/prodej/byt/1+1/karlovy-vary-drahovice-mattoniho-nabrezi/2569552716
2149999,Ústí nad Labem,2+1,58,Dobrý,Družstevní,1,50.676449,14.099896,https://www.sreality.cz/detail/prodej/byt/2+1/usti-nad-labem-nestemice-hluboka/2577208140
11917901,Praha 9,3+kk,72,Projekt,Osobní,1,50.161518,14.52365,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-cakovice-schoellerova/1726158156
5390000,Ostatní,4+kk,101,Velmi dobrý,Osobní,1,49.779877,13.981389,https://www.sreality.cz/detail/prodej/byt/4+kk/jince-jince-zborovska/3803398988
6549000,Praha 5,1+kk,33,Novostavba,Družstevní,1,50.030357,14.360391,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-hlubocepy-baarove/2335200076
12509412,Praha 9,3+kk,77,Novostavba,Osobní,1,50.161518,14.52365,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-cakovice-schoellerova/832578892
2990000,Praha 5,1+kk,25,Dobrý,Osobní,0,50.069344,14.373406,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kosire-pod-kavalirkou/3706868556
2490852,Praha 9,2+kk,53,Ve výstavbě,Družstevní,1,50.106956,14.510207,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-9-/3741893452
15540000,Praha 10,3+1,80,Novostavba,Osobní,1,50.044991,14.523657,https://www.sreality.cz/detail/prodej/byt/3+1/praha-hostivar-nurmiho/766513740
8250000,Praha 9,2+kk,57,Novostavba,Osobní,1,50.101017,14.50702,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-cerpadlova/2929488716
10190000,Praha 8,2+1,72,Velmi dobrý,Osobní,0,50.099113,14.468835,https://www.sreality.cz/detail/prodej/byt/2+1/praha-karlin-sokolovska/3501409100
11920000,Brno,4+1,105,Velmi dobrý,Osobní,1,49.218063,16.559868,https://www.sreality.cz/detail/prodej/byt/4+1/brno-komin-absolonova/3362784076
10190000,Praha 4,4+kk,74,Po rekonstrukci,Osobní,1,50.036976,14.499851,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-chodov-kuninova/2664321868
14990000,Praha 4,3+kk,80,Novostavba,Osobní,0,50.047943,14.429674,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-podoli-k-sidlisti/917717836
10490000,Praha 4,4+kk,74,Po rekonstrukci,Osobní,1,50.030704,14.511252,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-chodov-bachova/218059596
5690000,Hradec Králové,3+kk,55,Dobrý,Osobní,0,50.217091,15.848681,https://www.sreality.cz/detail/prodej/byt/3+kk/hradec-kralove-slezske-predmesti-slezska/2444444492
8840000,Praha 3,2+kk,53,Dobrý,Osobní,0,50.089516,14.474159,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-viklefova/1863861068
4190000,Ostatní,3+1,72,Velmi dobrý,Osobní,1,49.746475,15.090511,https://www.sreality.cz/detail/prodej/byt/3+1/zruc-nad-sazavou-zruc-nad-sazavou-okruzni/4101329740
18754816,Praha 5,3+kk,76,Novostavba,Osobní,1,50.067234,14.405532,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-smichov-siklove/3665224524
7995000,Praha 5,3+1,84,Po rekonstrukci,Osobní,1,50.064598,14.410204,https://www.sreality.cz/detail/prodej/byt/3+1/praha-smichov-strakonicka/1413530444
12026912,Praha 5,3+kk,71,Novostavba,Osobní,1,50.04636,14.310556,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-habova/3193471820
6199000,Trutnov,4+kk,78,Po rekonstrukci,Osobní,1,50.606422,15.833479,https://www.sreality.cz/detail/prodej/byt/4+kk/mlade-buky-mlade-buky-/3081978700
6500000,Semily,3+kk,74,Novostavba,Osobní,1,50.701378,15.467691,https://www.sreality.cz/detail/prodej/byt/3+kk/jablonec-nad-jizerou-bratrouchov-/2820756044
7800000,Praha 8,1+kk,49,Velmi dobrý,Osobní,0,50.12191,14.467102,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-nad-okrouhlikem/2133021516
6580637,Kladno,2+kk,61,Projekt,Osobní,0,50.151047,14.115027,https://www.sreality.cz/detail/prodej/byt/2+kk/kladno--hutska/3428647500
9290000,Praha 3,2+kk,43,Dobrý,Osobní,0,50.082024,14.446129,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jezkova/257774412
8810000,Ostatní,4+1,90,Po rekonstrukci,Osobní,0,50.245041,12.893651,https://www.sreality.cz/detail/prodej/byt/4+1/dalovice-dalovice-pod-parkem/1404523340
9959000,Praha 6,2+kk,64,Velmi dobrý,Osobní,0,50.105408,14.393548,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-nikoly-tesly/310199116
10450000,Praha 4,3+1,75,Velmi dobrý,Osobní,1,50.006889,14.429747,https://www.sreality.cz/detail/prodej/byt/3+1/praha-modrany-vitosska/3668865868
8960508,Praha 4,2+kk,61,Novostavba,Osobní,0,49.990322,14.407216,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-komorany-okruzni/2392929100
6928610,Praha 4,1+kk,44,Novostavba,Osobní,0,49.990322,14.407216,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-komorany-okruzni/2342597452
