price,city,layout,area,condition,ownership,outdoor,lat,lon,url
5180000,Liberec,2+1,57,Po rekonstrukci,Osobní,1,50.745567,15.060944,https://www.sreality.cz/detail/prodej/byt/2+1/liberec-liberec-vi-rochlice-cihlarska/2168873804
4392000,Praha,2+1,58,Před rekonstrukcí,Osobní,1,49.862991,14.503386,https://www.sreality.cz/detail/prodej/byt/2+1/kamenny-privoz-kamenny-privoz-/3990639436
9600000,Praha 4,2+kk,75,Velmi dobrý,Družstevní,1,50.043148,14.501753,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-sternovska/2961077068
6240000,Praha 2,1+1,37,Před rekonstrukcí,Osobní,0,50.064896,14.426188,https://www.sreality.cz/detail/prodej/byt/1+1/praha-nusle-jaromirova/3231519564
12900000,Praha 6,3+kk,81,Po rekonstrukci,Osobní,0,50.099972,14.373342,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-dejvice-komornicka/398017356
6150000,Beroun,3+1,70,Dobrý,Osobní,1,49.954433,14.048487,https://www.sreality.cz/detail/prodej/byt/3+1/beroun-beroun-mesto-kostalkova/3504231244
3190000,Děčín,2+1,59,Velmi dobrý,Osobní,0,50.771233,14.189795,https://www.sreality.cz/detail/prodej/byt/2+1/decin-decin-vi-letna-slovanska/3619242828
4390740,Kladno,1+kk,28,Projekt,Osobní,0,50.151047,14.115027,https://www.sreality.cz/detail/prodej/byt/1+kk/kladno--hutska/3835384396
16500000,Praha 6,4+kk,96,Dobrý,Osobní,1,50.088871,14.328305,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-liboc-u-stanice/2865451852
5242000,Kolín,3+kk,72,Dobrý,Osobní,0,49.957157,15.078476,https://www.sreality.cz/detail/prodej/byt/3+kk/becvary-becvary-/3097781068
7790000,Ostatní,3+1,66,Velmi dobrý,Osobní,1,50.08831,14.129697,https://www.sreality.cz/detail/prodej/byt/3+1/unhost-unhost-na-rybnicku/3244819276
6790000,Praha 8,2+kk,49,Velmi dobrý,Osobní,1,50.129417,14.423745,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bohnice-vratislavska/4196553548
6200000,Kladno,3+kk,72,Velmi dobrý,Družstevní,1,50.134293,14.140006,https://www.sreality.cz/detail/prodej/byt/3+kk/kladno-krocehlavy-generala-selnera/3719484236
9870000,Praha 5,3+kk,73,Dobrý,Osobní,1,50.046345,14.330096,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-bronzova/1192612684
1579000,Ostatní,2+1,52,Dobrý,Družstevní,1,50.61105,13.636963,https://www.sreality.cz/detail/prodej/byt/2+1/litvinov-horni-litvinov-koldum/978481996
5200000,Brno,1+kk,68,Novostavba,Osobní,1,49.210617,16.496885,https://www.sreality.cz/detail/prodej/byt/1+kk/brno--jerlinova/2544989004
15950000,Plzeň,3+kk,197,Novostavba,Osobní,1,49.746101,13.318915,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-skvrnany-frantiska-kovarika/1956455244
2299000,Ostatní,3+1,58,Po rekonstrukci,Družstevní,1,50.50618,13.439802,https://www.sreality.cz/detail/prodej/byt/3+1/jirkov-jirkov-pionyru/725967692
7490000,Brno,2+kk,46,Dobrý,Osobní,0,49.214146,16.684788,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-lisen-podbelova/480854860
4397432,Olomouc,3+1,68,Dobrý,Osobní,1,49.578751,17.247187,https://www.sreality.cz/detail/prodej/byt/3+1/olomouc-povel-nesporova/2359903052
10840000,Praha 5,3+kk,66,Velmi dobrý,Osobní,0,50.031342,14.379701,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-dostalove/3498660684
13900000,Plzeň,3+kk,131,Novostavba,Osobní,1,49.746101,13.318915,https://www.sreality.cz/detail/prodej/byt/3+kk/plzen-skvrnany-frantiska-kovarika/428680012
4790000,Ostrava,3+1,62,Po rekonstrukci,Osobní,1,49.772926,18.2509,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-dubina-jana-skody/2645115724
15788000,Praha 6,3+kk,174,Velmi dobrý,Osobní,1,50.135323,14.38136,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-suchdol-u-hotelu/1141895756
19485000,Praha 6,5+kk,115,Novostavba,Osobní,1,50.135323,14.38136,https://www.sreality.cz/detail/prodej/byt/5+kk/praha-suchdol-u-hotelu/59413068
9989000,Praha 6,2+kk,52,Novostavba,Osobní,1,50.135323,14.38136,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-suchdol-u-hotelu/1525785164
11490000,Praha 9,2+kk,54,Novostavba,Osobní,1,50.108665,14.524302,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hloubetin-waltariho/44647244
12988000,Praha 6,2+kk,69,Novostavba,Osobní,1,50.135323,14.38136,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-suchdol-u-hotelu/2468782668
4699000,Rakovník,2+kk,46,Novostavba,Osobní,1,50.093746,13.724017,https://www.sreality.cz/detail/prodej/byt/2+kk/rakovnik-rakovnik-ii-lubenska/27870028
8749214,Praha 4,2+kk,57,Novostavba,Osobní,1,50.047142,14.473495,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-zilinska/2729001804
7150000,Brno,2+1,45,Ve výstavbě,Osobní,1,49.197468,16.625874,https://www.sreality.cz/detail/prodej/byt/2+1/brno-zabrdovice-plynarenska/222196556
1550000,Karviná,1+1,31,Po rekonstrukci,Družstevní,1,49.865635,18.562162,https://www.sreality.cz/detail/prodej/byt/1+1/karvina-hranice-zizkova/1370047308
3600000,Jičín,3+1,74,Dobrý,Osobní,0,49.615181,17.902731,https://www.sreality.cz/detail/prodej/byt/3+1/jesenik-nad-odrou-jesenik-nad-odrou-/363414348
8300000,Praha 2,1+kk,28,Velmi dobrý,Osobní,0,50.076363,14.430333,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nove-mesto-legerova/1705591628
9790000,Praha 4,3+kk,68,Po rekonstrukci,Osobní,0,50.027012,14.42668,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-branik-psohlavcu/4107297612
3590000,Plzeň,1+kk,35,Projekt,Osobní,0,49.738201,13.388218,https://www.sreality.cz/detail/prodej/byt/1+kk/plzen-vychodni-predmesti-radynska/3940107084
3822035,Znojmo,2+kk,53,Novostavba,Osobní,0,48.772835,16.268192,https://www.sreality.cz/detail/prodej/byt/2+kk/hradek--/3886629708
8790000,Praha 4,3+kk,58,Po rekonstrukci,Osobní,0,50.047424,14.4902,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zabehlice-hlavni/3889193804
3609935,Znojmo,2+kk,43,Novostavba,Osobní,0,48.772835,16.268192,https://www.sreality.cz/detail/prodej/byt/2+kk/hradek--/2544452428
10790000,Praha 5,4+kk,84,Po rekonstrukci,Osobní,1,50.039272,14.336658,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-stodulky-janskeho/3603981132
4714500,Ostatní,2+kk,54,Novostavba,Osobní,1,49.10146,14.572953,https://www.sreality.cz/detail/prodej/byt/2+kk/sevetin-sevetin-9--kvetna/410669900
10490000,Praha 4,4+kk,78,Po rekonstrukci,Osobní,1,50.010895,14.41888,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-modrany-madrova/550527820
4550000,Olomouc,2+1,45,Velmi dobrý,Osobní,0,49.579201,17.254522,https://www.sreality.cz/detail/prodej/byt/2+1/olomouc-nove-sady-trnkova/3357541196
5890000,Ostatní,4+kk,179,Velmi dobrý,Osobní,1,49.45129,16.533072,https://www.sreality.cz/detail/prodej/byt/4+kk/lysice-lysice-horni-namesti/2261443404
2299900,Ostatní,1+1,41,Velmi dobrý,Osobní,0,49.975563,12.697578,https://www.sreality.cz/detail/prodej/byt/1+1/marianske-lazne-marianske-lazne-mladejovskeho/198787916
11198000,Praha 8,3+kk,85,Rezervováno,Osobní,0,50.115685,14.472486,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-na-dedince/2730259276
3768000,Ostatní,2+1,51,Velmi dobrý,Osobní,1,50.513641,14.050424,https://www.sreality.cz/detail/prodej/byt/2+1/lovosice-lovosice-sady-pionyru/528110412
4510000,Ústí nad Labem,4+1,89,Rezervováno,Osobní,1,50.684494,13.991028,https://www.sreality.cz/detail/prodej/byt/4+1/usti-nad-labem-vseborice-spartakiadni/3194315596
5390000,Blansko,2+1,61,Dobrý,Osobní,1,49.352501,16.65394,https://www.sreality.cz/detail/prodej/byt/2+1/blansko-blansko-jasanova/571564876
6780000,Ostatní,3+kk,72,Velmi dobrý,Osobní,1,49.735233,17.299833,https://www.sreality.cz/detail/prodej/byt/3+kk/sternberk-sternberk-svetlov/1987728204
7990000,Praha 5,3+1,76,Rezervováno,Osobní,1,50.036625,14.336992,https://www.sreality.cz/detail/prodej/byt/3+1/praha-stodulky-precechtelova/3816444748
2110000,Ostatní,3+1,64,Dobrý,Družstevní,1,50.316643,12.518955,https://www.sreality.cz/detail/prodej/byt/3+1/kraslice-kraslice-soukenicka/1182421836
8690000,Praha 9,3+kk,62,Velmi dobrý,Osobní,1,50.124104,14.487906,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-strizkov-rumburska/895644492
5499000,České Budějovice,3+1,85,Dobrý,Družstevní,1,48.987354,14.437861,https://www.sreality.cz/detail/prodej/byt/3+1/ceske-budejovice-ceske-budejovice-2-k--stecha/1685738316
8700000,Praha,3+1,95,Velmi dobrý,Osobní,1,49.798412,14.423467,https://www.sreality.cz/detail/prodej/byt/3+1/slapy-slapy-/1802130252
5350000,Praha 5,1+kk,26,Novostavba,Osobní,1,50.026733,14.368063,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-hlubocepy-k-barrandovu/4245648204
2800000,Ostrava,2+1,46,Před rekonstrukcí,Družstevní,0,49.808884,18.232862,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-zabreh-jandova/2758701900
4580000,Ostatní,2+kk,80,Novostavba,Osobní,1,50.269695,12.784707,https://www.sreality.cz/detail/prodej/byt/2+kk/nova-role-nova-role-svobodova/3462726476
19900000,Praha,4+kk,109,Velmi dobrý,Osobní,1,50.088146,14.463867,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-zerotinova/1677390668
12290000,Praha 9,3+kk,73,Dobrý,Osobní,1,50.106956,14.510207,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vysocany-/1843860300
8496000,Ostatní,5+1,222,Dobrý,Osobní,1,49.59148,18.359608,https://www.sreality.cz/detail/prodej/byt/5+1/frydlant-nad-ostravici-frydlant-skolni/1918813004
9819000,České Budějovice,3+kk,93,Novostavba,Osobní,1,48.981617,14.477505,https://www.sreality.cz/detail/prodej/byt/3+kk/ceske-budejovice-ceske-budejovice-3-jirovcova/1740665676
4684000,České Budějovice,1+kk,41,Rezervováno,Osobní,1,48.981617,14.477505,https://www.sreality.cz/detail/prodej/byt/1+kk/ceske-budejovice-ceske-budejovice-3-jirovcova/2780853068
6426000,České Budějovice,2+kk,60,Novostavba,Osobní,1,48.981617,14.477505,https://www.sreality.cz/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-3-jirovcova/2495640396
8870000,Nymburk,3+kk,86,Velmi dobrý,Osobní,1,50.189804,15.052747,https://www.sreality.cz/detail/prodej/byt/3+kk/nymburk-nymburk-na-splavech/1332368204
7500000,Ostatní,2+kk,36,Velmi dobrý,Osobní,0,49.928486,14.278597,https://www.sreality.cz/detail/prodej/byt/2+kk/dobrichovice-dobrichovice-jugoslavska/1778783052
6450000,Plzeň,3+1,66,Velmi dobrý,Osobní,0,49.749645,13.407321,https://www.sreality.cz/detail/prodej/byt/3+1/plzen-lobzy-spolkova/3959186252
16150000,Praha 6,3+kk,106,Novostavba,Osobní,0,50.090263,14.325702,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liboc-/97194572
6300000,Karlovy Vary,2+kk,70,Velmi dobrý,Osobní,0,50.221088,12.885288,https://www.sreality.cz/detail/prodej/byt/2+kk/karlovy-vary-karlovy-vary-libusina/1984386380
5700000,Ostatní,3+1,78,Velmi dobrý,Družstevní,1,50.257019,14.519207,https://www.sreality.cz/detail/prodej/byt/3+1/neratovice-neratovice-nam--republiky/1184985932
5490000,České Budějovice,3+1,81,Velmi dobrý,Družstevní,0,48.983093,14.479224,https://www.sreality.cz/detail/prodej/byt/3+1/ceske-budejovice-ceske-budejovice-3-pekarenska/3164296012
6886200,Jablonec nad Nisou,1+kk,24,Velmi dobrý,Osobní,1,50.770489,15.432582,https://www.sreality.cz/detail/prodej/byt/1+kk/harrachov-harrachov-/1495556684
3799000,Klatovy,3+1,69,Dobrý,Osobní,0,49.395317,13.303961,https://www.sreality.cz/detail/prodej/byt/3+1/klatovy-klatovy-iv-planicka/429609804
1690000,Ostatní,1+1,40,Po rekonstrukci,Osobní,0,50.294388,17.303707,https://www.sreality.cz/detail/prodej/byt/1+1/mikulovice-mikulovice-nabrezni/1318802252
13055000,Praha,2+kk,65,Projekt,Osobní,1,50.055584,14.45027,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-michelskeho-mlyna/4214059596
2960000,Praha,2+1,55,Ve výstavbě,Družstevní,1,50.030186,14.361911,https://www.sreality.cz/detail/prodej/byt/2+1/praha-hlubocepy-gollove/188703564
10504000,Praha 7,2+kk,50,Projekt,Osobní,0,50.09874,14.424777,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-ovenecka/41866060
8412918,Ostatní,3+kk,81,Novostavba,Osobní,1,49.004276,14.754544,https://www.sreality.cz/detail/prodej/byt/3+kk/trebon-trebon-ii-svobody/1301214028
8445422,Ostatní,2+kk,90,Novostavba,Osobní,1,49.004276,14.754544,https://www.sreality.cz/detail/prodej/byt/2+kk/trebon-trebon-ii-svobody/498004812
3620000,Praha,3+kk,80,Ve výstavbě,Družstevní,1,50.030186,14.361911,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-gollove/3596575564
2049000,Praha,1+kk,26,Ve výstavbě,Družstevní,1,50.048481,14.302255,https://www.sreality.cz/detail/prodej/byt/1+kk/praha--bessemerova/1247023948
2750000,Chomutov,3+1,56,Velmi dobrý,Družstevní,0,50.457794,13.408495,https://www.sreality.cz/detail/prodej/byt/3+1/chomutov-chomutov-sporicka/849040204
8925000,Olomouc,3+kk,80,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-povel-loudova/4072149836
10655147,Ostatní,2+kk,67,Novostavba,Osobní,1,49.004276,14.754544,https://www.sreality.cz/detail/prodej/byt/2+kk/trebon-trebon-ii-svobody/3933172556
6495000,Olomouc,2+kk,53,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-povel-loudova/1387795276
6520000,Olomouc,2+kk,53,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-povel-loudova/850924364
8935000,Olomouc,3+kk,80,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-povel-loudova/45617996
6450000,Olomouc,2+kk,53,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-povel-loudova/2646086476
5245000,Ostatní,2+kk,79,Velmi dobrý,Osobní,0,49.922272,15.811246,https://www.sreality.cz/detail/prodej/byt/2+kk/slatinany-slatinany-na-ostrove/2426098508
6353466,Olomouc,2+kk,53,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-povel-loudova/2360873804
9385000,Olomouc,3+kk,80,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-povel-loudova/3166180172
6435000,Olomouc,2+kk,53,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-povel-loudova/3988263756
8935000,Olomouc,3+kk,80,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-povel-loudova/2830635852
4750000,Opava,3+1,73,Velmi dobrý,Osobní,0,49.942268,17.90167,https://www.sreality.cz/detail/prodej/byt/3+1/opava-predmesti-tomaskova/2938110796
8840000,Olomouc,3+kk,80,Novostavba,Osobní,0,49.569695,17.252195,https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-povel-loudova/3484947276
2200000,Ústí nad Labem,2+1,67,Velmi dobrý,Družstevní,1,50.674965,14.108162,https://www.sreality.cz/detail/prodej/byt/2+1/usti-nad-labem-nestemice-seifertova/3063632716
5812796,Praha 4,1+kk,23,Ve výstavbě,Osobní,1,50.038052,14.507233,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-chodov-leopoldova/2711311180
10900000,Praha 3,3+kk,72,Velmi dobrý,Osobní,0,50.088058,14.487855,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-na-rovnosti/2018136652
6288000,Plzeň,2+kk,76,Velmi dobrý,Osobní,1,49.754963,13.377847,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-severni-predmesti-krizkova/2748060492
6300000,Pardubice,3+kk,64,Velmi dobrý,Osobní,0,50.001637,15.715115,https://www.sreality.cz/detail/prodej/byt/3+kk/stary-materov-stary-materov-/2920289100
8888888,Kladno,4+1,107,Po rekonstrukci,Osobní,1,50.144047,14.110826,https://www.sreality.cz/detail/prodej/byt/4+1/kladno-kladno-rooseveltova/3298513740
8290000,Ostatní,3+kk,56,Dobrý,Osobní,0,49.991005,14.656823,https://www.sreality.cz/detail/prodej/byt/3+kk/ricany-ricany-siroka/3754845004
5700000,České Budějovice,2+kk,54,Velmi dobrý,Osobní,0,48.980145,14.470075,https://www.sreality.cz/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-3-holeckova/3046855500
15990000,Praha 5,3+kk,76,Novostavba,Osobní,1,50.031517,14.364944,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-fabianove/1702323020
4300000,Chomutov,3+1,71,Dobrý,Osobní,0,50.461975,13.400747,https://www.sreality.cz/detail/prodej/byt/3+1/chomutov-chomutov-kadanska/1201361740
6950000,Trutnov,2+kk,58,Novostavba,Osobní,1,50.654118,15.603967,https://www.sreality.cz/detail/prodej/byt/2+kk/vrchlabi--/338399820
8071910,Praha 10,2+kk,44,Novostavba,Osobní,1,50.059345,14.518234,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-prazska/2301805132
15078500,Praha 10,3+kk,77,Novostavba,Osobní,1,50.059299,14.518229,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostivar-prazska/2654126668
11775870,Praha 6,2+kk,55,Novostavba,Osobní,1,50.08683,14.340704,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-brevnov-u-petrin/1758778188
8045703,Praha 10,2+kk,44,Novostavba,Osobní,1,50.059406,14.51817,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-prazska/161661516
6290000,Brno,1+1,41,Po rekonstrukci,Osobní,1,49.207569,16.602571,https://www.sreality.cz/detail/prodej/byt/1+1/brno-veveri-kotlarska/3491246924
2472000,Příbram,2+1,51,Dobrý,Osobní,0,49.616661,14.197068,https://www.sreality.cz/detail/prodej/byt/2+1/solenice-solenice-/1063768908
9728971,Praha 4,2+kk,53,Ve výstavbě,Osobní,1,50.038792,14.51119,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-chodov-leopoldova/244011852
2790000,Ústí nad Labem,3+1,65,Po rekonstrukci,Družstevní,1,50.680462,14.105989,https://www.sreality.cz/detail/prodej/byt/3+1/usti-nad-labem-mojzir-peskova/1372128076
15990000,Praha 5,4+kk,102,Novostavba,Družstevní,1,50.028103,14.361258,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-hlubocepy-ondrakove/4161708876
5199000,Plzeň,3+1,61,Velmi dobrý,Osobní,1,49.73053,13.399186,https://www.sreality.cz/detail/prodej/byt/3+1/plzen-vychodni-predmesti-rychtarikova/3196916556
4390000,Plzeň,2+kk,51,Dobrý,Osobní,0,49.746117,13.366244,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-jizni-predmesti-karlova/423064396
13470000,Praha 4,3+kk,82,Dobrý,Osobní,1,50.021049,14.52505,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-ujezd-u-pruhonic-na-krtine/2847626060
9590000,Ostatní,3+kk,74,Novostavba,Osobní,1,50.05048,14.168791,https://www.sreality.cz/detail/prodej/byt/3+kk/ptice-ptice-uvoz/4210193228
9363518,Ostatní,3+kk,76,Projekt,Osobní,1,50.239349,14.311631,https://www.sreality.cz/detail/prodej/byt/3+kk/kralupy-nad-vltavou-kralupy-nad-vltavou-husova/1112699724
2890000,Ostrava,1+1,49,Dobrý,Osobní,0,49.832142,18.280087,https://www.sreality.cz/detail/prodej/byt/1+1/ostrava-moravska-ostrava-28--rijna/4203021132
2550000,Přerov,1+kk,31,Novostavba,Osobní,0,49.451077,17.447359,https://www.sreality.cz/detail/prodej/byt/1+kk/prerov-prerov-i-mesto-komenskeho/3401765708
2550000,Náchod,1+1,40,Dobrý,Osobní,0,50.407261,16.146458,https://www.sreality.cz/detail/prodej/byt/1+1/nachod-stare-mesto-nad-metuji-ceskoskalicka/2865562444
3650000,Trutnov,2+1,54,Dobrý,Osobní,0,50.564865,15.915799,https://www.sreality.cz/detail/prodej/byt/2+1/trutnov-stredni-predmesti-prochazkova/957956940
9199000,Praha 5,2+kk,44,Po rekonstrukci,Osobní,1,50.071289,14.406946,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-staropramenna/4109398860
4470000,Přerov,2+1,69,Ve výstavbě,Osobní,0,49.45108,17.447359,https://www.sreality.cz/detail/prodej/byt/2+1/prerov-prerov-i-mesto-komenskeho/969069388
9763662,České Budějovice,4+kk,154,Ve výstavbě,Osobní,1,48.98917,14.443633,https://www.sreality.cz/detail/prodej/byt/4+kk/ceske-budejovice-ceske-budejovice-2-/2114688332
12271000,Olomouc,4+kk,98,Ve výstavbě,Osobní,1,49.598736,17.236616,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-nova-ulice-trida-jiriho-pelikana/276653388
6812100,Teplice,3+kk,83,Novostavba,Osobní,1,50.624748,13.818018,https://www.sreality.cz/detail/prodej/byt/3+kk/teplice-teplice-novoveska/278307404
4887500,Teplice,2+kk,63,Novostavba,Osobní,1,50.624748,13.818018,https://www.sreality.cz/detail/prodej/byt/2+kk/teplice-teplice-novoveska/3282477644
9252000,Olomouc,4+kk,80,Ve výstavbě,Osobní,1,49.598736,17.236616,https://www.sreality.cz/detail/prodej/byt/4+kk/olomouc-nova-ulice-trida-jiriho-pelikana/2440737356
4393200,Teplice,2+kk,56,Prodáno,Osobní,1,50.624779,13.817306,https://www.sreality.cz/detail/prodej/byt/2+kk/teplice-teplice-novoveska/647033420
7950000,Praha 5,2+kk,44,Velmi dobrý,Osobní,0,50.025532,14.394879,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-strakonicka/2776126284
8337644,České Budějovice,3+kk,134,Ve výstavbě,Osobní,1,48.98917,14.443633,https://www.sreality.cz/detail/prodej/byt/3+kk/ceske-budejovice-ceske-budejovice-2-m--horakove/1581093708
22800000,Praha 6,4+kk,120,Novostavba,Osobní,1,50.078136,14.303317,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-ruzyne-pod-karlovarskou-silnici/3233833804
13300000,Praha 10,3+kk,95,Velmi dobrý,Osobní,1,50.021317,14.587619,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-pitkovice-k-dalnici/2934461260
2990000,Ostatní,3+1,69,Velmi dobrý,Družstevní,0,49.751076,18.612881,https://www.sreality.cz/detail/prodej/byt/3+1/cesky-tesin-cesky-tesin-slezska/470307660
5000000,Liberec,3+1,74,Dobrý,Osobní,1,50.750237,15.071647,https://www.sreality.cz/detail/prodej/byt/3+1/liberec-liberec-vi-rochlice-dobiasova/3962008396
10350000,Ostrava,3+1,115,Velmi dobrý,Osobní,1,49.836071,18.295527,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-moravska-ostrava-biskupska/2241090380
3490000,Ostatní,2+1,44,Dobrý,Osobní,0,49.7756,16.919109,https://www.sreality.cz/detail/prodej/byt/2+1/mohelnice-mohelnice-zamecnicka/4078519116
3186000,Ostatní,2+kk,54,Po rekonstrukci,Osobní,0,49.051552,13.776355,https://www.sreality.cz/detail/prodej/byt/2+kk/vimperk-vimperk-ii-jircharska/2785686348
3600000,Ostrava,3+1,70,Velmi dobrý,Družstevní,1,49.809364,18.231665,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-zabreh-bedrnova/3273442124
1799000,Sokolov,2+1,51,Velmi dobrý,Osobní,0,50.162483,12.576263,https://www.sreality.cz/detail/prodej/byt/2+1/bukovany-bukovany-/790184780
3800000,Ostatní,2+1,46,Rezervováno,Osobní,1,49.354572,14.704012,https://www.sreality.cz/detail/prodej/byt/2+1/plana-nad-luznici-plana-nad-luznici-pricna/1479832396
6499000,Ostatní,3+1,62,Po rekonstrukci,Osobní,1,50.197716,14.355421,https://www.sreality.cz/detail/prodej/byt/3+1/libcice-nad-vltavou-libcice-nad-vltavou-pod-saharou/2149139276
7390000,Ostatní,3+kk,78,Velmi dobrý,Osobní,0,49.797894,13.49432,https://www.sreality.cz/detail/prodej/byt/3+kk/chrast-chrast-druzstevni/2596807500
2790000,Ústí nad Labem,2+kk,41,Dobrý,Osobní,0,50.667622,14.015783,https://www.sreality.cz/detail/prodej/byt/2+kk/usti-nad-labem-klise-klisska/833692492
6424400,Ostatní,3+kk,88,Novostavba,Osobní,1,50.430519,15.589213,https://www.sreality.cz/detail/prodej/byt/3+kk/lazne-belohrad--lazenska/102318924
5795000,Tábor,1+kk,38,Velmi dobrý,Osobní,0,49.407703,14.654155,https://www.sreality.cz/detail/prodej/byt/1+kk/tabor-tabor-bechynska/3529970508
4200000,Hradec Králové,2+1,38,Velmi dobrý,Družstevní,0,50.22068,15.853567,https://www.sreality.cz/detail/prodej/byt/2+1/hradec-kralove-slezske-predmesti-jecna/1142506316
7125000,Praha 10,2+kk,49,Velmi dobrý,Osobní,0,50.055752,14.481046,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-zabehlicka/1630081868
6120000,Praha,2+kk,60,Projekt,Osobní,0,50.160503,14.314469,https://www.sreality.cz/detail/prodej/byt/2+kk/velke-prilepy--/2916672844
7461500,Praha 9,2+kk,44,Ve výstavbě,Osobní,0,50.106956,14.510207,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-9-/1115759948
7206016,Praha 9,2+kk,45,Ve výstavbě,Osobní,0,50.106956,14.510207,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-9-/1962673484
12990000,Praha 8,3+kk,115,Po rekonstrukci,Osobní,0,50.105583,14.478065,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-liben-pod-kotlaskou/1612473164
3900000,Ostrava,3+1,80,Velmi dobrý,Osobní,1,49.830898,18.253004,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-marianske-hory-nivnicka/1427718988
6900000,Ostatní,2+kk,64,Novostavba,Osobní,1,50.579922,15.163485,https://www.sreality.cz/detail/prodej/byt/2+kk/turnov-turnov-slunecna/1057571660
1460000,Most,1+kk,33,Velmi dobrý,Družstevní,0,50.49081,13.645796,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-ceska/2819179340
1560000,Most,1+kk,34,Velmi dobrý,Družstevní,0,50.497223,13.658484,https://www.sreality.cz/detail/prodej/byt/1+kk/most-most-komoranska/940131148
