price,area,outdoor,mhd_vzdalenost_metry,rooms,has_kk,city_filtered_Brno,city_filtered_Karlovy Vary,city_filtered_Olomouc,city_filtered_Ostatní,city_filtered_Ostrava,city_filtered_Plzeň,city_filtered_Praha,city_filtered_Praha 10,city_filtered_Praha 3,city_filtered_Praha 4,city_filtered_Praha 5,city_filtered_Praha 6,city_filtered_Praha 8,city_filtered_Praha 9,city_filtered_České Budějovice,ownership_Družstevní,ownership_Osobní,ownership_Státní/obecní,condition_Dobrý,condition_Novostavba,condition_Po rekonstrukci,condition_Prodáno,condition_Projekt,condition_Před rekonstrukcí,condition_Rezervováno,condition_V rekonstrukci,condition_Ve výstavbě,condition_Velmi dobrý,condition_Špatný,url
24890000,127,0,199.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-stare-mesto-liliova/1581192012
3399000,43,0,152.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-belsky-les-bohumira-cetyny/1512260428
4100000,59,1,223.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/lazne-belohrad-lazne-belohrad-zamecka/4106244940
1740000,54,0,108.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/most-most-zdenka-stepanka/3139650380
6490000,60,0,160.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/litomerice-predmesti-rooseveltova/2334344012
3090000,55,0,381.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-hrabuvka-mjr--novaka/673399628
6490000,53,0,31.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/vrchlabi-horejsi-vrchlabi-horska/1153979212
9069800,41,1,19.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-na-cikorce/1354543948
7740000,68,0,266.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/josefuv-dul-antoninov-/4159910732
7792150,36,1,19.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-modrany-na-cikorce/881636172
3900000,36,0,89.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+1/plzen-doubravka-popelnicova/1495483212
16990000,111,1,36.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-bubenec-charlese-de-gaulla/3146781516
7770000,62,1,221.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-bohnice-stetinska/3465229132
2780000,37,0,61.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+1/lovosice-lovosice-vodni/4179837772
4490000,75,1,79.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/nechanice-lubno-/2559865676
9776800,45,1,19.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-na-cikorce/2106372940
5992000,87,1,394.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-lisen-holzova/3042202444
9750157,62,1,187.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno--/920961868
1750000,68,0,61.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/hanusovice--/1847804748
4990000,87,1,154.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+1/pisek-prazske-predmesti-trebizskeho/50885452
14000000,110,0,103.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-liben-ceskomoravska/1545814860
6250000,70,0,53.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+1/beroun-beroun-mesto-svermova/1554850636
35900000,131,1,26.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-malesicka/1223775052
4490000,44,1,21.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/cerny-dul-cista-v-krkonosich-/229839692
5359080,47,1,165.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/horovice-horovice-k-bazantnici/2887992140
6646000,40,1,263.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/brno-zabrdovice-plynarenska/2607903564
4200000,62,1,143.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/rakovnik-rakovnik-ii-nabr--t--g--masaryka/2367898444
11220000,56,0,123.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-brevnov-pod-drinopolem/3291276108
9499000,78,1,249.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-troja-krosenska/43275084
5600000,75,1,88.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/olomouc-nove-sady-rooseveltova/1642029900
5990000,37,0,65.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-liben-budilova/1399477068
3700000,61,1,270.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/nyrany-nyrany-dlouha/1102410572
11990000,107,1,247.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/uvaly-uvaly-skvorecka/4144698444
15999000,84,1,210.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-u-papirny/3494363980
1950000,28,0,104.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+1/trutnov-horni-predmesti-brectejnska/3491971916
13880000,101,1,151.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-letnany-pavla-benese/894317388
2290000,31,0,306.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/usti-nad-labem-vseborice-spartakiadni/2149794636
3675000,88,0,165.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/chabarovice-chabarovice-husovo-namesti/857949004
6590000,29,1,112.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vrsovice-k-botici/378102604
3890000,63,1,94.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-zabreh-pavlovova/2302178124
14990000,74,1,75.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-holesovice-pristavni/1898136396
7470000,57,0,183.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-cernomorska/533545804
16269000,90,1,37.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-malesicka/441209676
5340000,80,1,138.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/mnichovo-hradiste-mnichovo-hradiste-jiraskova/2733986380
21046000,98,1,37.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-malesicka/3395048268
12437000,62,1,37.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-malesicka/2438746956
9862000,38,1,37.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-malesicka/794579788
21580000,103,1,37.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-malesicka/2756465484
11273000,47,1,37.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-malesicka/3997979468
11950000,62,0,121.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-karlin-kaizlovy-sady/2243650380
12450000,71,0,121.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-karlin-kaizlovy-sady/2713412428
8650000,36,0,340.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-ondrickova/86795084
5990000,23,0,340.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-ondrickova/3885982540
7373320,51,1,197.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-cakovice-cukerni/1508241996
6190000,25,0,340.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vinohrady-ondrickova/1473340236
6361320,40,1,101.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zbraslav-u-lodenice/2351940172
12509392,84,1,48.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zbraslav-u-lodenice/1607451212
10748554,69,1,48.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-u-lodenice/3153052236
16446656,99,1,48.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zbraslav-u-lodenice/3759219532
14915096,105,1,207.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-cakovice-cukerni/3138077516
13791928,107,1,196.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-cakovice-cukerni/2360734284
3500000,75,1,112.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+1/ceska-lipa-ceska-lipa-pavla-wonky/1730364236
15999000,89,0,162.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/praha-nove-mesto-ve-smeckach/1966068556
15900000,107,1,28.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-dejvice-evropska/773129036
3250000,55,0,122.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/zdar-nad-sazavou-zdar-nad-sazavou-3-brodska/3730514764
4400000,73,0,145.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/stribro-stribro-jakoubkova/1660773196
8990000,59,0,122.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-petrohradska/3126018892
3270000,57,0,738.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+1/becvary-becvary-/1955218252
9880000,118,1,1599.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/5+kk/rokycany-borek-prazska/2706658124
3200000,66,1,150.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/kadan-kadan-golovinova/4012208972
5350000,29,1,202.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-zabrdovice-pradlacka/441664332
6600000,79,1,803.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/vrbno-pod-pradedem-vrbno-pod-pradedem-zizkova/4112728908
7990000,76,1,44.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/kladno-kladno-u-engerthu/3325257036
5490000,69,0,157.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/vranovice-vranovice-kopecky/3421791052
6287000,34,1,116.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kbely-k-vinori/2290737996
11682000,81,1,116.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kbely-k-vinori/2460021580
9240000,97,1,44.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/kladno-kladno-u-engerthu/3982607180
6290000,40,0,80.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/1+1/praha-cimice-minicka/3662889804
11740000,81,1,116.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kbely-k-vinori/2182079308
6400000,67,1,50.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+kk/hodonin-hodonin-ocovska/3948102476
7500000,55,1,365.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/olomouc-slavonin-topolova/939750220
3590000,62,1,195.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/mirovice-mirovice-karla-capka/139674444
2390000,73,1,1122.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/stity-stity-okruzni/3109241676
4490000,61,0,315.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/dolni-bousov-dolni-bousov-na-sidlisti/1314079564
4650000,31,1,137.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/1+kk/vrchlabi-horejsi-vrchlabi-horska/1764254540
15480000,77,0,74.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zizkov-jana-zelivskeho/2755478348
19950000,88,1,104.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha-michle-hodoninska/4168893260
8706424,50,1,141.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-cakovice-schoellerova/3013616972
5700000,82,0,148.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/4+1/liberec-liberec-vi-rochlice-cihlarska/2941469516
5590000,67,1,91.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/ceske-budejovice-ceske-budejovice-7-lidicka-tr-/350561100
7490000,63,1,114.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/brno-lisen-vlkova/1027633996
6790000,75,1,68.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-cernice-pisecka/622920524
4399000,60,0,149.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/plzen-skvrnany-machackova/710370124
3150000,56,0,113.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/karlovy-vary-rybare-majakovskeho/3981656908
29590000,165,0,188.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/4+1/praha-vinohrady-uruguayska/557159244
9190440,37,0,108.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-siklove/1759310668
5690000,34,0,105.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-na-bitevni-plani/3869197132
15699000,80,1,516.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/praha--k-opatrilce/2942128972
2850000,46,0,330.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-poruba-na-robinsonce/3895923532
12557000,58,1,35.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-modrany-ceskoslovenskeho-exilu/3620856652
11490000,66,0,96.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/praha-vinohrady-lublanska/2067034956
5485000,32,0,193.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kosire-plzenska/1826378572
7290000,52,1,141.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+kk/brno-stare-brno-vystavni/1666401100
3495000,33,0,164.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+1/olomouc-holice-prerovska/1364411212
4738000,71,0,156.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+1/hodonin-hodonin-nadrazni-radek/1304740684
3190000,59,1,206.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/2+1/ceska-lipa-ceska-lipa-zeleznicarska/1646084940
7490000,71,1,58.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/beroun-beroun-mesto-svermova/3031724876
2236000,42,0,41.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/1+1/hladke-zivotice-hladke-zivotice-oderska/2807063372
2500000,56,1,257.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/2+1/hroznetin-hroznetin-sidliste/3058910028
9079000,86,1,127.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.sreality.cz/detail/prodej/byt/3+kk/hury-hury-pod-strani/2538816332
8450000,72,1,75.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.sreality.cz/detail/prodej/byt/3+1/praha-hlubocepy-geologicka/4274733900
